Jahr,Rubrik,Energietraeger,TJ
"2006,""Endverbrauch - Industrie"",""Rohöl"","
"2006,""Endverbrauch - Industrie"",""Uebrige erneuerbare Energien"",670"
"2006,""Endverbrauch - Industrie"",""Wasserkraft"","
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Elektrizität"",3790"
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Erdölprodukte"",3780"
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Fernwärme"",0"
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Gas"",1580"
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Holzenergie"",630"
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kernbrennstoffe"","
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kohle"",0"
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Müll und Industrieabfälle"",0"
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Rohöl"","
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Uebrige erneuerbare Energien"",90"
"2006,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Wasserkraft"","
"2006,""Endverbrauch - Total"",""Elektrizität"",208020"
"2006,""Endverbrauch - Total"",""Erdölprodukte"",488980"
"2006,""Endverbrauch - Total"",""Fernwärme"",15720"
"2006,""Endverbrauch - Total"",""Gas"",104710"
"2006,""Endverbrauch - Total"",""Holzenergie"",32630"
"2006,""Endverbrauch - Total"",""Kernbrennstoffe"",0"
"2006,""Endverbrauch - Total"",""Kohle"",6520"
"2006,""Endverbrauch - Total"",""Müll und Industrieabfälle"",10990"
"2006,""Endverbrauch - Total"",""Rohöl"",0"
"2006,""Endverbrauch - Total"",""Uebrige erneuerbare Energien"",8970"
"2006,""Endverbrauch - Total"",""Wasserkraft"",0"
"2006,""Endverbrauch - Verkehr"",""Elektrizität"",11940"
"2006,""Endverbrauch - Verkehr"",""Erdölprodukte"",281300"
"2006,""Endverbrauch - Verkehr"",""Fernwärme"","
"2006,""Endverbrauch - Verkehr"",""Gas"",1820"
"2006,""Endverbrauch - Verkehr"",""Holzenergie"","
"2006,""Endverbrauch - Verkehr"",""Kernbrennstoffe"","
"2006,""Endverbrauch - Verkehr"",""Kohle"","
"2006,""Endverbrauch - Verkehr"",""Müll und Industrieabfälle"","
"2006,""Endverbrauch - Verkehr"",""Rohöl"","
"2006,""Endverbrauch - Verkehr"",""Uebrige erneuerbare Energien"",350"
"2006,""Endverbrauch - Verkehr"",""Wasserkraft"","
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Elektrizität"",850"
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Erdölprodukte"","
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Fernwärme"",10"
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Gas"",40"
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Holzenergie"",-250"
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Kernbrennstoffe"","
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Kohle"","
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Müll und Industrieabfälle"","
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Rohöl"","
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Uebrige erneuerbare Energien"",-1110"
"2006,""Energieumwandlung - Diverse Erneuerbare"",""Wasserkraft"","
"2006,""Energieumwandlung - Gaswerke"",""Elektrizität"","
"2006,""Energieumwandlung - Gaswerke"",""Erdölprodukte"",-120"
"2006,""Energieumwandlung - Gaswerke"",""Fernwärme"","
"2006,""Energieumwandlung - Gaswerke"",""Gas"",120"
"2006,""Energieumwandlung - Gaswerke"",""Holzenergie"","
"2006,""Energieumwandlung - Gaswerke"",""Kernbrennstoffe"","
"2006,""Energieumwandlung - Gaswerke"",""Kohle"","
"2006,""Energieumwandlung - Gaswerke"",""Müll und Industrieabfälle"","
"2006,""Energieumwandlung - Gaswerke"",""Rohöl"","
"2006,""Energieumwandlung - Gaswerke"",""Uebrige erneuerbare Energien"","
"2006,""Energieumwandlung - Gaswerke"",""Wasserkraft"","
"2006,""Energieumwandlung - Kernkraftwerke"",""Elektrizität"",94480"
"2006,""Energieumwandlung - Kernkraftwerke"",""Erdölprodukte"","
"2006,""Energieumwandlung - Kernkraftwerke"",""Fernwärme"",1280"
"2006,""Energieumwandlung - Kernkraftwerke"",""Gas"","
"2006,""Energieumwandlung - Kernkraftwerke"",""Holzenergie"","
"2006,""Energieumwandlung - Kernkraftwerke"",""Kernbrennstoffe"",-286300"
"2006,""Energieumwandlung - Kernkraftwerke"",""Kohle"","
"2006,""Energieumwandlung - Kernkraftwerke"",""Müll und Industrieabfälle"","
"2006,""Energieumwandlung - Kernkraftwerke"",""Rohöl"","
"2006,""Energieumwandlung - Kernkraftwerke"",""Uebrige erneuerbare Energien"","
"2006,""Energieumwandlung - Kernkraftwerke"",""Wasserkraft"","
"2006,""Energieumwandlung - Raffinerien"",""Elektrizität"","
"2006,""Energieumwandlung - Raffinerien"",""Erdölprodukte"",234760"
"2006,""Energieumwandlung - Raffinerien"",""Fernwärme"","
"2006,""Energieumwandlung - Raffinerien"",""Gas"","
"2006,""Energieumwandlung - Raffinerien"",""Holzenergie"","
"2006,""Energieumwandlung - Raffinerien"",""Kernbrennstoffe"","
"2006,""Energieumwandlung - Raffinerien"",""Kohle"","
"2006,""Energieumwandlung - Raffinerien"",""Müll und Industrieabfälle"","
"2006,""Energieumwandlung - Raffinerien"",""Rohöl"",-236570"
"2006,""Energieumwandlung - Raffinerien"",""Uebrige erneuerbare Energien"","
"2006,""Energieumwandlung - Raffinerien"",""Wasserkraft"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Elektrizität"",117210"
"2006,""Energieumwandlung - Wasserkraftwerke"",""Erdölprodukte"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Fernwärme"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Gas"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Holzenergie"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Kernbrennstoffe"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Kohle"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Müll und Industrieabfälle"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Rohöl"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Uebrige erneuerbare Energien"","
"2006,""Energieumwandlung - Wasserkraftwerke"",""Wasserkraft"",-117210"
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Elektrizität"",11170"
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Erdölprodukte"",-1580"
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Fernwärme"",15670"
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Gas"",-8550"
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Holzenergie"",-340"
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kernbrennstoffe"","
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kohle"",0"
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Müll und Industrieabfälle"",-44100"
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Rohöl"","
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Uebrige erneuerbare Energien"","
"2006,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Wasserkraft"","
"2006,""Export"",""Elektrizität"",-111960"
"2006,""Export"",""Erdölprodukte"",-24360"
"2006,""Export"",""Fernwärme"","
"2006,""Export"",""Gas"","
"2006,""Export"",""Holzenergie"",-380"
"2006,""Export"",""Kernbrennstoffe"","
"2006,""Export"",""Kohle"",-230"
"2006,""Export"",""Müll und Industrieabfälle"","
"2006,""Export"",""Rohöl"","
"2006,""Export"",""Uebrige erneuerbare Energien"",0"
"2006,""Export"",""Wasserkraft"","
"2006,""Import"",""Elektrizität"",121690"
"2006,""Import"",""Erdölprodukte"",327370"
"2006,""Import"",""Fernwärme"","
"2006,""Import"",""Gas"",113290"
"2006,""Import"",""Holzenergie"",380"
"2006,""Import"",""Kernbrennstoffe"",286300"
"2006,""Import"",""Kohle"",6720"
"2006,""Import"",""Müll und Industrieabfälle"","
"2006,""Import"",""Rohöl"",237780"
"2006,""Import"",""Uebrige erneuerbare Energien"",0"
"2006,""Import"",""Wasserkraft"","
"2006,""Inlandproduktion"",""Elektrizität"","
"2006,""Inlandproduktion"",""Erdölprodukte"","
"2006,""Inlandproduktion"",""Fernwärme"","
"2006,""Inlandproduktion"",""Gas"",0"
"2006,""Inlandproduktion"",""Holzenergie"",33220"
"2006,""Inlandproduktion"",""Kernbrennstoffe"","
"2006,""Inlandproduktion"",""Kohle"",0"
"2006,""Inlandproduktion"",""Müll und Industrieabfälle"",55090"
"2006,""Inlandproduktion"",""Rohöl"",0"
"2006,""Inlandproduktion"",""Uebrige erneuerbare Energien"",10080"
"2006,""Inlandproduktion"",""Wasserkraft"",117210"
"2006,""Lagerveränderung"",""Elektrizität"","
"2006,""Lagerveränderung"",""Erdölprodukte"",-7270"
"2006,""Lagerveränderung"",""Fernwärme"","
"2006,""Lagerveränderung"",""Gas"","
"2006,""Lagerveränderung"",""Holzenergie"","
"2006,""Lagerveränderung"",""Kernbrennstoffe"","
"2006,""Lagerveränderung"",""Kohle"",30"
"2006,""Lagerveränderung"",""Müll und Industrieabfälle"","
"2006,""Lagerveränderung"",""Rohöl"",-1210"
"2006,""Lagerveränderung"",""Uebrige erneuerbare Energien"","
"2006,""Lagerveränderung"",""Wasserkraft"","
"2006,""Nichtenergetischer Verbrauch"",""Elektrizität"","
"2006,""Nichtenergetischer Verbrauch"",""Erdölprodukte"",-23950"
"2006,""Nichtenergetischer Verbrauch"",""Fernwärme"","
"2006,""Nichtenergetischer Verbrauch"",""Gas"","
"2006,""Nichtenergetischer Verbrauch"",""Holzenergie"","
"2006,""Nichtenergetischer Verbrauch"",""Kernbrennstoffe"","
"2006,""Nichtenergetischer Verbrauch"",""Kohle"","
"2006,""Nichtenergetischer Verbrauch"",""Müll und Industrieabfälle"","
"2006,""Nichtenergetischer Verbrauch"",""Rohöl"","
"2006,""Nichtenergetischer Verbrauch"",""Uebrige erneuerbare Energien"","
"2006,""Nichtenergetischer Verbrauch"",""Wasserkraft"","
"2007,""Bruttoverbrauch"",""Elektrizität"",-7430"
"2007,""Bruttoverbrauch"",""Erdölprodukte"",304800"
"2007,""Bruttoverbrauch"",""Fernwärme"","
"2007,""Bruttoverbrauch"",""Gas"",110310"
"2007,""Bruttoverbrauch"",""Holzenergie"",32670"
"2007,""Bruttoverbrauch"",""Kernbrennstoffe"",287390"
"2007,""Bruttoverbrauch"",""Kohle"",7300"
"2007,""Bruttoverbrauch"",""Müll und Industrieabfälle"",55260"
"2007,""Bruttoverbrauch"",""Rohöl"",203620"
"2007,""Bruttoverbrauch"",""Uebrige erneuerbare Energien"",10950"
"2007,""Bruttoverbrauch"",""Wasserkraft"",130940"
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Elektrizität"",-23110"
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Erdölprodukte"",-13580"
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Fernwärme"",-1670"
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Gas"",-180"
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Holzenergie"","
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kernbrennstoffe"","
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kohle"","
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Müll und Industrieabfälle"","
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Rohöl"","
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Uebrige erneuerbare Energien"","
"2007,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Wasserkraft"","
"2007,""Endverbrauch - Dienstleistungen"",""Elektrizität"",60170"
"2007,""Endverbrauch - Dienstleistungen"",""Erdölprodukte"",43790"
"2007,""Endverbrauch - Dienstleistungen"",""Fernwärme"",3250"
"2007,""Endverbrauch - Dienstleistungen"",""Gas"",22480"
"2007,""Endverbrauch - Dienstleistungen"",""Holzenergie"",5530"
"2007,""Endverbrauch - Dienstleistungen"",""Kernbrennstoffe"","
"2007,""Endverbrauch - Dienstleistungen"",""Kohle"",0"
"2007,""Endverbrauch - Dienstleistungen"",""Müll und Industrieabfälle"",0"
"2007,""Endverbrauch - Dienstleistungen"",""Rohöl"","
"2007,""Endverbrauch - Dienstleistungen"",""Uebrige erneuerbare Energien"",2190"
"2007,""Endverbrauch - Dienstleistungen"",""Wasserkraft"","
"2007,""Endverbrauch - Haushalte"",""Elektrizität"",62900"
"2007,""Endverbrauch - Haushalte"",""Erdölprodukte"",102850"
"2007,""Endverbrauch - Haushalte"",""Fernwärme"",4950"
"2007,""Endverbrauch - Haushalte"",""Gas"",39430"
"2007,""Endverbrauch - Haushalte"",""Holzenergie"",17710"
"2007,""Endverbrauch - Haushalte"",""Kernbrennstoffe"","
"2007,""Endverbrauch - Haushalte"",""Kohle"",400"
"2007,""Endverbrauch - Haushalte"",""Müll und Industrieabfälle"",0"
"2007,""Endverbrauch - Haushalte"",""Rohöl"","
"2007,""Endverbrauch - Haushalte"",""Uebrige erneuerbare Energien"",6220"
"2007,""Endverbrauch - Haushalte"",""Wasserkraft"","
"2007,""Endverbrauch - Industrie"",""Elektrizität"",68190"
"2007,""Endverbrauch - Industrie"",""Erdölprodukte"",30390"
"2007,""Endverbrauch - Industrie"",""Fernwärme"",6470"
"2007,""Endverbrauch - Industrie"",""Gas"",37390"
"2007,""Endverbrauch - Industrie"",""Holzenergie"",7920"
"2007,""Endverbrauch - Industrie"",""Kernbrennstoffe"","
"2007,""Endverbrauch - Industrie"",""Kohle"",6900"
"2007,""Endverbrauch - Industrie"",""Müll und Industrieabfälle"",10600"
"2007,""Endverbrauch - Industrie"",""Rohöl"","
"2007,""Endverbrauch - Industrie"",""Uebrige erneuerbare Energien"",720"
"2007,""Endverbrauch - Industrie"",""Wasserkraft"","
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Elektrizität"",3620"
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Erdölprodukte"",3700"
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Fernwärme"",0"
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Gas"",1430"
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Holzenergie"",590"
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kernbrennstoffe"","
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Kohle"",0"
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Müll und Industrieabfälle"",0"
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Rohöl"","
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Uebrige erneuerbare Energien"",110"
"2007,""Endverbrauch - Statistische Differenz inkl. Landwirtschaft"",""Wasserkraft"","
"2007,""Endverbrauch - Total"",""Elektrizität"",206760"
"2007,""Endverbrauch - Total"",""Erdölprodukte"",470060"
"2007,""Endverbrauch - Total"",""Fernwärme"",14670"
"2007,""Endverbrauch - Total"",""Gas"",102470"
"2007,""Endverbrauch - Total"",""Holzenergie"",31750"
"2007,""Endverbrauch - Total"",""Kernbrennstoffe"",0"
"2007,""Endverbrauch - Total"",""Kohle"",7300"
"2007,""Endverbrauch - Total"",""Müll und Industrieabfälle"",10600"
"2007,""Endverbrauch - Total"",""Rohöl"",0"
"2007,""Endverbrauch - Total"",""Uebrige erneuerbare Energien"",9710"
"2007,""Endverbrauch - Total"",""Wasserkraft"",0"
"2007,""Endverbrauch - Verkehr"",""Elektrizität"",11880"
"2007,""Endverbrauch - Verkehr"",""Erdölprodukte"",289330"
"2007,""Endverbrauch - Verkehr"",""Fernwärme"","
"2007,""Endverbrauch - Verkehr"",""Gas"",1740"
"2007,""Endverbrauch - Verkehr"",""Holzenergie"","
"2007,""Endverbrauch - Verkehr"",""Kernbrennstoffe"","
"2007,""Endverbrauch - Verkehr"",""Kohle"","
"2007,""Endverbrauch - Verkehr"",""Müll und Industrieabfälle"","
"2007,""Endverbrauch - Verkehr"",""Rohöl"","
"2007,""Endverbrauch - Verkehr"",""Uebrige erneuerbare Energien"",470"
"2007,""Endverbrauch - Verkehr"",""Wasserkraft"","
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Elektrizität"",1100"
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Erdölprodukte"","
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Fernwärme"",20"
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Gas"",50"
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Holzenergie"",-610"
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Kernbrennstoffe"","
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Kohle"","
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Müll und Industrieabfälle"","
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Rohöl"","
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Uebrige erneuerbare Energien"",-1240"
"2007,""Energieumwandlung - Diverse Erneuerbare"",""Wasserkraft"","
"2007,""Energieumwandlung - Gaswerke"",""Elektrizität"","
"2007,""Energieumwandlung - Gaswerke"",""Erdölprodukte"",-90"
"2007,""Energieumwandlung - Gaswerke"",""Fernwärme"","
"2007,""Energieumwandlung - Gaswerke"",""Gas"",90"
"2007,""Energieumwandlung - Gaswerke"",""Holzenergie"","
"2007,""Energieumwandlung - Gaswerke"",""Kernbrennstoffe"","
"2007,""Energieumwandlung - Gaswerke"",""Kohle"","
"2007,""Energieumwandlung - Gaswerke"",""Müll und Industrieabfälle"","
"2007,""Energieumwandlung - Gaswerke"",""Rohöl"","
"2007,""Energieumwandlung - Gaswerke"",""Uebrige erneuerbare Energien"","
"2007,""Energieumwandlung - Gaswerke"",""Wasserkraft"","
"2007,""Energieumwandlung - Kernkraftwerke"",""Elektrizität"",94840"
"2007,""Energieumwandlung - Kernkraftwerke"",""Erdölprodukte"","
"2007,""Energieumwandlung - Kernkraftwerke"",""Fernwärme"",1270"
"2007,""Energieumwandlung - Kernkraftwerke"",""Gas"","
"2007,""Energieumwandlung - Kernkraftwerke"",""Holzenergie"","
"2007,""Energieumwandlung - Kernkraftwerke"",""Kernbrennstoffe"",-287390"
"2007,""Energieumwandlung - Kernkraftwerke"",""Kohle"","
"2007,""Energieumwandlung - Kernkraftwerke"",""Müll und Industrieabfälle"","
"2007,""Energieumwandlung - Kernkraftwerke"",""Rohöl"","
"2007,""Energieumwandlung - Kernkraftwerke"",""Uebrige erneuerbare Energien"","
"2007,""Energieumwandlung - Kernkraftwerke"",""Wasserkraft"","
"2007,""Energieumwandlung - Raffinerien"",""Elektrizität"","
"2007,""Energieumwandlung - Raffinerien"",""Erdölprodukte"",202540"
"2007,""Energieumwandlung - Raffinerien"",""Fernwärme"","
"2007,""Energieumwandlung - Raffinerien"",""Gas"","
"2007,""Energieumwandlung - Raffinerien"",""Holzenergie"","
"2007,""Energieumwandlung - Raffinerien"",""Kernbrennstoffe"","
"2007,""Energieumwandlung - Raffinerien"",""Kohle"","
"2007,""Energieumwandlung - Raffinerien"",""Müll und Industrieabfälle"","
"2007,""Energieumwandlung - Raffinerien"",""Rohöl"",-203620"
"2007,""Energieumwandlung - Raffinerien"",""Uebrige erneuerbare Energien"","
"2007,""Energieumwandlung - Raffinerien"",""Wasserkraft"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Elektrizität"",130940"
"2007,""Energieumwandlung - Wasserkraftwerke"",""Erdölprodukte"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Fernwärme"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Gas"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Holzenergie"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Kernbrennstoffe"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Kohle"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Müll und Industrieabfälle"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Rohöl"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Uebrige erneuerbare Energien"","
"2007,""Energieumwandlung - Wasserkraftwerke"",""Wasserkraft"",-130940"
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Elektrizität"",10420"
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Erdölprodukte"",-1020"
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Fernwärme"",15050"
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Gas"",-7800"
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Holzenergie"",-310"
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kernbrennstoffe"","
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Kohle"",0"
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Müll und Industrieabfälle"",-44660"
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Rohöl"","
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Uebrige erneuerbare Energien"","
"2007,""Energieumwandlung - konventionell-thermische Kraft-, Fernheiz- und Fernheizkraftwerke"",""Wasserkraft"","
"2007,""Export"",""Elektrizität"",-132770"
"2007,""Export"",""Erdölprodukte"",-24200"
"2007,""Export"",""Fernwärme"","
"2007,""Export"",""Gas"","
"2007,""Export"",""Holzenergie"",-310"
"2007,""Export"",""Kernbrennstoffe"","
"2007,""Export"",""Kohle"",0"
"2007,""Export"",""Müll und Industrieabfälle"","
"2007,""Export"",""Rohöl"","
"2007,""Export"",""Uebrige erneuerbare Energien"",0"
"2007,""Export"",""Wasserkraft"","
"2007,""Import"",""Elektrizität"",125340"
"2007,""Import"",""Erdölprodukte"",296800"
"2007,""Import"",""Fernwärme"","
"2007,""Import"",""Gas"",110310"
"2007,""Import"",""Holzenergie"",820"
"2007,""Import"",""Kernbrennstoffe"",287390"
"2007,""Import"",""Kohle"",8460"
"2007,""Import"",""Müll und Industrieabfälle"","
"2007,""Import"",""Rohöl"",201720"
"2007,""Import"",""Uebrige erneuerbare Energien"",0"
"2007,""Import"",""Wasserkraft"","
"2007,""Inlandproduktion"",""Elektrizität"","
"2007,""Inlandproduktion"",""Erdölprodukte"","
"2007,""Inlandproduktion"",""Fernwärme"","
"2007,""Inlandproduktion"",""Gas"",0"
"2007,""Inlandproduktion"",""Holzenergie"",32160"
"2007,""Inlandproduktion"",""Kernbrennstoffe"","
"2007,""Inlandproduktion"",""Kohle"",0"
"2007,""Inlandproduktion"",""Müll und Industrieabfälle"",55260"
"2007,""Inlandproduktion"",""Rohöl"",0"
"2007,""Inlandproduktion"",""Uebrige erneuerbare Energien"",10950"
"2007,""Inlandproduktion"",""Wasserkraft"",130940"
"2007,""Lagerveränderung"",""Elektrizität"","
"2007,""Lagerveränderung"",""Erdölprodukte"",32200"
"2007,""Lagerveränderung"",""Fernwärme"","
"2007,""Lagerveränderung"",""Gas"","
"2007,""Lagerveränderung"",""Holzenergie"","
"2007,""Lagerveränderung"",""Kernbrennstoffe"","
"2007,""Lagerveränderung"",""Kohle"",-1160"
"2007,""Lagerveränderung"",""Müll und Industrieabfälle"","
"2007,""Lagerveränderung"",""Rohöl"",1900"
"2007,""Lagerveränderung"",""Uebrige erneuerbare Energien"","
"2007,""Lagerveränderung"",""Wasserkraft"","
"2007,""Nichtenergetischer Verbrauch"",""Elektrizität"","
"2007,""Nichtenergetischer Verbrauch"",""Erdölprodukte"",-22590"
"2007,""Nichtenergetischer Verbrauch"",""Fernwärme"","
"2007,""Nichtenergetischer Verbrauch"",""Gas"","
"2007,""Nichtenergetischer Verbrauch"",""Holzenergie"","
"2007,""Nichtenergetischer Verbrauch"",""Kernbrennstoffe"","
"2007,""Nichtenergetischer Verbrauch"",""Kohle"","
"2007,""Nichtenergetischer Verbrauch"",""Müll und Industrieabfälle"","
"2007,""Nichtenergetischer Verbrauch"",""Rohöl"","
"2007,""Nichtenergetischer Verbrauch"",""Uebrige erneuerbare Energien"","
"2007,""Nichtenergetischer Verbrauch"",""Wasserkraft"","
"2008,""Bruttoverbrauch"",""Elektrizität"",-4090"
"2008,""Bruttoverbrauch"",""Erdölprodukte"",307650"
"2008,""Bruttoverbrauch"",""Fernwärme"","
"2008,""Bruttoverbrauch"",""Gas"",117530"
"2008,""Bruttoverbrauch"",""Holzenergie"",37460"
"2008,""Bruttoverbrauch"",""Kernbrennstoffe"",285080"
"2008,""Bruttoverbrauch"",""Kohle"",6560"
"2008,""Bruttoverbrauch"",""Müll und Industrieabfälle"",54690"
"2008,""Bruttoverbrauch"",""Rohöl"",218340"
"2008,""Bruttoverbrauch"",""Uebrige erneuerbare Energien"",12610"
"2008,""Bruttoverbrauch"",""Wasserkraft"",135210"
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Elektrizität"",-25570"
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Erdölprodukte"",-14920"
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Fernwärme"",-1610"
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Gas"",-180"
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Holzenergie"","
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kernbrennstoffe"","
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Kohle"","
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Müll und Industrieabfälle"","
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Rohöl"","
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Uebrige erneuerbare Energien"","
"2008,""Eigenverbrauch des Energiesektors, Netzverluste, Verbrauch der Speicherungen"",""Wasserkraft"","
"2008,""Endverbrauch - Dienstleistungen"",""Elektrizität"",62020"
